1,1,1
2,2,2
3,3,3
4,4,4
5,5,2
6,6,5
7,7,3
8,8,6
9,9,6
10,10,3
11,11,7
12,12,5
13,13,7
14,14,7
15,15,4
16,16,4
17,17,4
18,18,8
19,19,3
20,20,4
21,21,8
22,22,4
23,23,9
24,24,10
25,25,9
26,26,11
27,27,8
28,28,5
29,29,9
30,30,9
31,31,12
32,32,5
33,33,5
34,34,6
35,35,5
36,36,5
37,37,13
38,38,6
39,39,10
40,40,6
41,41,10
42,42,6
43,43,7
44,44,7
45,45,6
46,46,5
47,47,5
48,48,5
49,49,5
50,50,4
51,51,8
52,52,10
53,53,11
54,54,6
55,55,10
56,56,12
57,57,6
58,58,8
59,59,9
60,60,7
61,61,5
62,62,9
63,63,7
64,64,7
65,65,6
66,66,5
67,67,10
68,68,7
69,69,7
70,70,7
71,71,12
72,72,11
73,73,9
74,74,8
75,75,13
76,76,11
77,77,10
78,78,10
79,79,11
80,80,7
81,81,7
82,82,14
83,83,9
84,84,6
85,85,8
86,86,8
87,87,6
88,88,7
89,89,8
90,90,8
91,91,4
92,92,7
93,93,11
94,94,12
95,95,10
96,96,8
97,97,8
98,98,9
99,99,8
100,100,8
101,101,7
102,102,8
103,103,11
104,104,8
105,105,10
106,106,15
107,107,9
108,108,12
109,109,6
110,110,8
111,111,9
112,112,11
113,113,7
114,114,6
115,115,11
116,116,11
117,117,6
118,118,12
119,119,11
120,120,12
121,121,8
122,122,14
123,123,10
124,124,9
125,125,16
126,126,10
127,127,8
128,128,12
129,129,13
130,130,10
131,131,8
132,132,9
133,133,9
134,134,9
135,135,8
136,136,17
137,137,6
138,138,12
139,139,6
140,140,7
141,141,12
142,142,12
143,143,18
144,144,12
145,145,13
146,146,7
147,147,7
148,148,6
149,149,13
150,150,13
151,151,8
152,152,13
153,153,12
154,154,9
155,155,5
156,156,6
157,157,14
158,158,9
159,159,11
160,160,11
161,161,6
162,162,13
163,163,9
164,164,6
165,165,9
166,166,10
167,167,10
168,168,12
169,169,7
170,170,9
171,171,11
172,172,9
173,173,7
174,174,10
175,175,8
176,176,10
177,177,9
178,178,6
179,179,15
180,180,8
181,181,9
182,182,8
183,183,9
184,184,10
185,185,10
186,186,8
187,187,11
188,188,9
189,189,8
190,190,13
191,191,9
192,192,19
193,193,11
194,194,8
195,195,13
196,196,10
197,197,15
198,198,7
199,199,9
200,200,6
201,201,7
202,202,8
203,203,12
204,204,9
205,205,10
206,206,13
207,207,7
208,208,7
209,209,14
210,210,10
211,211,11
212,212,7
213,213,15
214,214,11
215,215,11
216,216,13
217,217,12
218,218,11
219,219,9
220,220,14
221,221,14
222,222,11
223,223,7
224,224,9
225,225,13
226,226,14
227,227,15
228,228,11
229,229,10
230,230,16
231,231,11
232,232,10
233,233,16
234,234,14
235,235,9
236,236,14
237,237,14
238,238,16
239,239,13
240,240,17
241,241,10
242,242,13
243,243,12
244,244,15
245,245,15
246,246,8
247,247,11
248,248,10
249,249,8
250,250,9
251,251,10
252,252,8
253,253,15
254,254,10
255,255,14
256,256,13
257,257,7
258,258,10
259,259,9
260,260,14
261,261,10
262,262,15
263,263,8
264,264,11
265,265,7
266,266,14
267,267,12
268,268,11
269,269,9
270,270,13
271,271,11
272,272,15
273,273,12
274,274,15
275,275,5
276,276,12
277,277,7
278,278,12
279,279,8
280,280,10
281,281,11
282,282,12
283,283,9
284,284,13
285,285,11
286,286,9
287,287,15
288,288,16
289,289,9
290,290,12
291,291,10
292,292,10
293,293,8
294,294,10
295,295,14
296,296,7
297,297,11
